estimate_number,estimate_date,customer_name,salesperson,estimate_subtotal,estimate_status,estimate_zoho_id,salesorder_number,salesorder_date,salesorder_status,salesorder_subtotal,so_dead_cost_total,so_dead_profit,so_profit,so_salesperson,salesorder_zoho_id,package_count,package_numbers,package_carriers,package_tracking_numbers,package_statuses,package_total_shipping_charge,po_count,dropship_count,po_vendors,dropship_vendors,po_statuses,po_total_cost,invoice_number,invoice_date,invoice_due_date,invoice_status,invoice_subtotal,invoice_dead_cost_total,invoice_dead_profit,invoice_profit,invoice_vig_rate,invoice_margin_pct,invoice_commission,invoice_balance,invoice_cc_fees,invoice_actual_shipping_cost,is_written_off,written_off_date,paid_in_full_date,invoice_zoho_id,payment_count,total_payments_received,payment_modes,last_payment_date
EST-7297,2026-07-13,CORROSION ENGINEERING,ROSS HAISLER,2207.21,invoiced,1254360000025958005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9927,2025-05-13,2025-06-12,paid,2047.50,1054.50,993.00,676.65,1.30,33.05,338.32,0.00,0.00,113.13,,,16 Jun 2025,1254360000025970842,1,2160.63,CHECK,2025-06-16
EST-7298,2026-07-13,CSTE INC,ROSS HAISLER,2354.40,invoiced,1254360000025958021,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9926,2025-05-13,2025-06-27,paid,2354.40,945.52,1408.88,1137.22,1.30,48.30,568.61,0.00,0.00,188.32,,,18 Aug 2025,1254360000025970077,1,2542.72,CHECK,2025-08-18
,,HIGHWAY 19 CONSTRUCTION,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9925,2025-05-13,2025-06-12,paid,6499.50,1575.00,4924.50,4452.00,1.00,,2226.00,0.00,0.00,264.32,,,,1254360000025970003,1,7300.03,CHECK,2025-06-16
,,GRUBER MASONRY CONTRACTOR INC.,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9924,2025-05-09,2025-06-08,paid,3315.69,1710.76,1414.31,1089.50,1.30,,544.75,0.00,149.21,239.37,,,,1254360000025941795,1,3812.45,AUTHORIZE.NET,2025-05-09
EST-7292,2026-07-13,VIGOR CONCRETE SOLUTIONS LLC,ROSS HAISLER,2773.12,invoiced,1254360000025914065,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9923,2025-05-09,2025-06-08,paid,2773.12,2077.59,544.55,373.46,1.30,12.52,186.73,0.00,124.79,246.42,,,09 May 2025,1254360000025941245,1,3019.54,AUTHORIZE.NET,2025-05-09
,,EAST CONTRA COSTA IRRIGATION DISTRICT,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9922,2025-05-09,2025-06-08,paid,416.65,115.60,301.05,266.37,1.30,,133.19,0.00,0.00,64.13,,,,1254360000025941036,1,519.32,CHECK,2025-06-07
EST-7290,2026-07-13,GUERO'S CONCRETE,RICHARD GRIFFIN,1039.07,invoiced,1254360000025911009,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9921,2025-05-09,2025-06-23,paid,959.88,398.00,561.88,448.48,1.30,46.72,224.24,0.00,0.00,64.38,,,03 Aug 2025,1254360000025928933,1,1103.45,CHECK,2025-08-03
EST-7294,2026-07-13,DFW INTERNATIONAL AIRPORT,MONTGOMERY MORGAN,2790.00,invoiced,1254360000025936008,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9920,2025-05-09,2025-06-08,paid,2790.00,1738.10,912.40,440.92,1.00,32.70,220.46,0.00,125.55,0.00,,,09 May 2025,1254360000025928633,1,2790.00,AUTHORIZE.NET,2025-05-09
,,BRANNON'S HARDSCAPES,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9919,2025-05-09,2025-06-08,paid,2699.70,1915.55,631.00,310.00,1.00,,155.00,0.00,121.49,99.99,,,,1254360000025928523,1,3062.91,AUTHORIZE.NET,2025-06-04
EST-7288,2026-07-13,PCI ROADS LLC,ROSS HAISLER,1507.50,invoiced,1254360000025891077,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9918,2025-05-09,2025-06-23,paid,1403.96,440.00,963.96,963.96,1.30,68.66,481.98,0.00,0.00,63.35,,,16 Jun 2025,1254360000025928335,1,1570.85,CHECK,2025-06-16
EST-7287,2026-07-13,BURTON CONSTRUCTION LLC,ROSS HAISLER,539.94,invoiced,1254360000025891039,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9917,2025-05-09,2025-06-08,paid,539.94,189.54,321.33,275.24,1.30,50.09,137.62,0.00,24.30,41.41,,,08 Jun 2025,1254360000025928216,1,581.35,AUTHORIZE.NET,2025-06-08
EST-7285,2026-07-13,PAYNE CUSTOM CONCRETE,ROSS HAISLER,1072.72,invoiced,1254360000025860001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9916,2025-05-08,2025-06-07,paid,995.10,405.00,590.10,468.60,1.30,47.09,234.30,0.00,0.00,49.32,,,19 May 2025,1254360000025928122,1,1122.04,CHECK,2025-05-19
,,FINCON,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9915,2025-05-08,2025-06-07,paid,1499.94,676.83,744.68,564.56,1.30,,282.28,0.00,67.50,68.61,,,,1254360000025922826,1,1568.55,AUTHORIZE.NET,2025-05-08
EST-7282,2026-07-13,DICKENS QUALITY DEMOLITION,ROSS HAISLER,255.21,invoiced,1254360000025833001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9914,2025-05-08,2025-06-07,paid,235.00,169.80,51.28,9.69,1.30,2.70,4.84,0.00,10.57,,,,19 May 2025,1254360000025922731,1,278.48,AUTHORIZE.NET,2025-05-19
EST-7280,2026-07-13,J & S FLATWORK,ROSS HAISLER,314.97,invoiced,1254360000025800001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9913,2025-05-08,2025-06-07,paid,314.97,127.47,169.41,135.09,1.30,41.64,67.54,0.00,14.17,,,,02 Jun 2025,1254360000025922480,1,361.70,AUTHORIZE.NET,2025-06-02
EST-7277,2026-07-13,TRIPPEL CONTRACTING SERVICES LLC,ROSS HAISLER,145.05,invoiced,1254360000025775067,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9912,2025-05-08,2025-06-07,paid,145.05,35.66,100.72,92.16,1.30,62.06,46.08,0.00,6.53,,,,12 Jun 2025,1254360000025922293,1,173.32,AUTHORIZE.NET,2025-06-12
EST-7276,2026-07-13,CENTRAL VALLEY ENGINEERING & ASPHALT INC,ROSS HAISLER,1900.62,invoiced,1254360000025775039,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9911,2025-05-08,2025-06-07,paid,1739.70,861.92,877.78,661.20,1.30,38.01,330.60,0.00,0.00,,,,16 Jun 2025,1254360000025922112,1,2081.86,CHECK,2025-06-16
EST-7289,2026-07-13,TRU-FORM CONSTRUCTION,ROSS HAISLER,6754.28,invoiced,1254360000025914005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9910,2025-05-08,2025-06-07,paid,6239.52,1652.00,4239.14,3853.14,1.30,60.67,1926.57,0.00,280.78,,,,08 Jun 2025,1254360000025922001,1,6967.61,AUTHORIZE.NET,2025-06-08
EST-7284,2026-07-13,CLARK & SONS EXCAVATING INC,MONTGOMERY MORGAN,2714.73,invoiced,1254360000025826047,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9909,2025-05-05,2025-06-04,paid,2499.75,1938.50,561.25,-14.30,1.00,22.45,-7.15,0.00,0.00,,,,07 Jun 2025,1254360000025827495,1,3023.66,CHECK,2025-06-07
EST-7281,2026-07-13,RICK KAPPEL EXCAVATING,MONTGOMERY MORGAN,1591.44,invoiced,1254360000025826019,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9908,2025-05-05,2025-07-04,paid,1499.94,1087.84,412.10,127.75,1.00,27.47,63.87,0.00,0.00,,,,27 Aug 2025,1254360000025827118,1,1733.76,CHECK,2025-08-27
EST-7278,2026-07-13,MUNOZ TILE,MONTGOMERY MORGAN,1399.94,invoiced,1254360000025788015,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9907,2025-05-02,2025-06-01,paid,529.99,674.67,-144.68,-347.08,1.00,-27.30,-173.54,0.00,0.00,,,,24 Jun 2025,1254360000025788043,1,604.31,CHECK,2025-06-24
EST-7275,2026-07-13,PRECISE LANDSCAPING,ROSS HAISLER,239.98,invoiced,1254360000025775021,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9906,2025-05-01,2025-05-31,paid,239.98,87.68,138.89,115.20,1.30,46.91,57.60,0.00,10.80,,,,31 May 2025,1254360000025762850,1,268.25,AUTHORIZE.NET,2025-05-31
EST-7274,2026-07-13,ACTION CONSTRUCTION LLC.,ROSS HAISLER,1136.59,invoiced,1254360000025775001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9905,2025-05-01,2025-05-31,paid,1049.97,413.88,575.05,476.68,1.30,44.09,238.34,0.00,47.25,,,,27 May 2025,1254360000025762802,1,1220.72,AUTHORIZE.NET,2025-05-27
EST-7273,2026-07-13,MST CONCRETE,RICHARD GRIFFIN,1269.72,invoiced,1254360000025769021,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9904,2025-05-01,2025-05-31,paid,1269.72,657.75,538.84,363.51,1.30,27.37,181.75,0.00,57.14,,,,02 Jun 2025,1254360000025762697,1,1462.58,AUTHORIZE.NET,2025-06-02
EST-7272,2026-07-13,PERFETTO CONTRACTING,RICHARD GRIFFIN,1905.66,invoiced,1254360000025769005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9903,2025-05-01,2025-05-31,paid,1764.50,1070.00,584.76,300.10,1.30,15.29,150.05,0.00,79.40,289.09,,,02 Jun 2025,1254360000025762602,1,2194.75,AUTHORIZE.NET,2025-06-02
,,RUDY & SONS CONCRETE LLC,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9902,2025-05-01,2025-05-31,paid,1839.90,981.30,758.02,487.41,1.30,,243.71,0.00,82.80,171.62,,,,1254360000025762484,1,2011.52,AUTHORIZE.NET,2025-06-02
EST-7268,2026-07-13,TRU-FORM CONSTRUCTION,ROSS HAISLER,129.77,invoiced,1254360000025702001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9901,2025-05-01,2025-05-31,paid,119.88,47.40,64.43,52.87,1.30,41.88,26.43,0.00,5.39,31.33,,,07 May 2025,1254360000025762444,1,161.10,AUTHORIZE.NET,2025-05-07
EST-7270,2026-07-13,CREATIVE DESIGN CONCEPTS,MONTGOMERY MORGAN,11203.43,invoiced,1254360000025731279,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9900,2025-04-30,2025-05-30,paid,9999.50,1866.50,7572.83,7123.07,1.00,75.73,3561.54,0.00,449.98,278.98,,,02 May 2025,1254360000025708018,2,11203.43,AUTHORIZE.NET,2025-05-02
EST-7269,2026-07-13,TITAN DIAMOND USA,MONTGOMERY MORGAN,0.00,invoiced,1254360000025706001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9899,2025-04-29,2025-05-29,paid,0.00,10292.00,-10292.00,-13379.60,1.00,0.00,-6689.80,0.00,0.00,0.00,,,,1254360000025707001,0,0.00,,
EST-7267,2026-07-13,BLUE MAPLE MASONRY,RICHARD GRIFFIN,419.97,invoiced,1254360000025689005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9898,2025-04-29,2025-06-13,paid,419.97,134.50,285.47,257.12,1.30,61.22,128.56,0.00,0.00,41.14,,,07 Jun 2025,1254360000025696042,1,461.11,CHECK,2025-06-07
EST-7266,2026-07-13,TOM EVANS MASONRY,ROSS HAISLER,299.94,invoiced,1254360000025674001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9897,2025-04-28,2025-05-28,paid,299.94,135.85,146.67,115.84,1.30,37.31,57.92,0.00,13.50,48.44,,,02 Jun 2025,1254360000025675338,1,348.38,AUTHORIZE.NET,2025-06-02
EST-7264,2026-07-13,EAST CONTRA COSTA IRRIGATION DISTRICT,ROSS HAISLER,468.43,invoiced,1254360000025613047,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9896,2025-04-28,2025-05-28,paid,428.77,139.39,289.38,253.56,1.30,59.14,126.78,0.00,0.00,54.17,,,24 Jun 2025,1254360000025675304,1,522.60,CHECK,2025-06-24
,,ANDERSON DIRTWORX,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9895,2025-04-28,2025-05-28,void,635.79,188.76,411.22,360.59,1.30,,180.30,635.79,,35.81,,,,1254360000025675227,0,0.00,,
EST-7262,2026-07-13,BLACK BEAUTY PAVING,ROSS HAISLER,959.88,invoiced,1254360000025613009,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9894,2025-04-24,2025-05-24,paid,959.88,453.98,453.95,332.51,1.30,33.73,166.26,0.00,43.19,79.22,,,23 Jul 2025,1254360000025620830,1,1039.10,AUTHORIZE.NET,2025-07-23
EST-7260,2026-07-13,KORELLIS ROOFING INC,ROSS HAISLER,2034.75,invoiced,1254360000025557109,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9893,2025-04-24,2025-05-24,paid,2034.75,922.50,1005.79,743.94,1.30,35.83,371.97,0.00,91.56,94.37,,,16 May 2025,1254360000025620636,1,2129.12,AUTHORIZE.NET,2025-05-16
EST-7258,2026-07-13,PATTERSON ENTERPRISES,ROSS HAISLER,2999.50,invoiced,1254360000025557041,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9892,2025-04-24,2025-05-24,paid,2999.50,1232.13,1767.37,1446.89,1.30,48.24,723.45,0.00,0.00,69.37,,,21 Jun 2025,1254360000025620508,1,3068.87,CHECK,2025-06-21
EST-7257,2026-07-13,MOJAVE MASONRY,RICHARD GRIFFIN,520.67,invoiced,1254360000025542005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9891,2025-04-24,2025-05-24,paid,479.88,193.40,286.48,234.46,1.30,48.86,117.23,0.00,0.00,,,,19 May 2025,1254360000025620427,1,579.99,CHECK,2025-05-19
,,ARREDONDO MASONRY CONSTRUCTION,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9890,2025-04-24,2025-05-24,paid,3599.70,2817.04,602.67,330.60,1.30,,165.30,0.00,161.99,0.00,,,,1254360000025620338,2,3599.70,AUTHORIZE.NET,2025-07-07
EST-7259,2026-07-13,GREEN LION LANDSCAPE,ROSS HAISLER,519.30,invoiced,1254360000025557085,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9889,2025-04-24,2025-05-24,paid,481.95,177.03,276.48,242.12,1.30,48.84,121.06,0.00,21.69,,,,24 Apr 2025,1254360000025620082,1,568.71,AUTHORIZE.NET,2025-04-24
EST-7256,2026-07-13,CREATIVE DESIGN CONCEPTS (DG),RICHARD GRIFFIN,8493.34,invoiced,1254360000025549042,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9888,2025-04-24,2025-05-24,paid,7499.85,2582.45,4487.53,3811.17,1.30,49.58,1905.59,0.00,337.49,,,,24 Apr 2025,1254360000025596851,1,8597.32,AUTHORIZE.NET,2025-04-24
EST-7255,2026-07-13,DARCIMAR XAVIER PAVERS,ROSS HAISLER,779.94,invoiced,1254360000025557023,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9887,2025-04-24,2025-05-24,paid,779.94,357.08,380.74,286.64,1.30,35.85,143.32,0.00,35.10,,,,24 Apr 2025,1254360000025596651,1,842.36,AUTHORIZE.NET,2025-04-24
EST-7261,2026-07-13,DAS-CO OF IDAHO INC,ROSS HAISLER,798.00,invoiced,1254360000025557129,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9886,2025-04-23,2025-05-23,paid,798.00,328.00,470.00,371.60,1.30,46.57,185.80,0.00,0.00,,,,19 May 2025,1254360000025547482,1,839.32,CHECK,2025-05-19
EST-7253,2026-07-13,GRANGER BROTHERS,ROSS HAISLER,599.94,invoiced,1254360000025512005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9885,2025-04-21,2025-05-21,paid,599.94,179.59,420.35,366.47,1.30,61.08,183.24,0.00,0.00,,,,09 Jul 2025,1254360000025525269,1,632.71,CHECK,2025-07-09
,,SWING WEST CONTRACTORS,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9884,2025-04-21,2025-07-10,void,619.97,212.70,407.27,349.46,1.30,,174.73,768.13,,148.16,,,,1254360000025525173,0,0.00,,
EST-7244,2026-07-13,CEDAR GROVE,ROSS HAISLER,480.68,invoiced,1254360000025429081,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9883,2025-04-21,2025-05-21,paid,459.98,204.42,229.56,173.53,1.30,36.57,86.77,0.00,20.70,,,,11 Jun 2025,1254360000025525097,1,520.07,PayPal,2025-06-11
,,OVERAA (BP),ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9882,2025-04-18,2025-05-18,paid,759.97,277.86,482.11,404.75,1.30,,202.38,0.00,0.00,31.81,,,,1254360000025497636,1,865.88,CHECK,2025-06-18
EST-7240,2026-07-13,OVERAA (DB),ROSS HAISLER,695.88,invoiced,1254360000025429021,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9881,2025-04-18,2025-05-18,paid,634.06,300.03,334.03,256.02,1.30,40.38,128.01,0.00,0.00,,,,16 Jun 2025,1254360000025497527,1,760.09,CHECK,2025-06-16
EST-7248,2026-07-13,FORT KING MASONRY,ROSS HAISLER,675.84,invoiced,1254360000025459005,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9880,2025-04-18,2025-05-18,paid,675.84,263.20,374.63,309.27,1.30,44.64,154.63,0.00,30.41,,,,18 Apr 2025,1254360000025497287,1,760.14,AUTHORIZE.NET,2025-04-18
EST-7251,2026-07-13,ALEXANDER SEAL COATING & STRIPING INC.,MONTGOMERY MORGAN,2199.89,invoiced,1254360000025471027,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9879,2025-04-18,2025-06-17,paid,1999.90,728.50,1157.48,968.85,1.00,57.88,484.43,0.00,90.00,78.41,,,30 Apr 2025,1254360000025497218,1,2278.30,AUTHORIZE.NET,2025-04-30
EST-7250,2026-07-13,ALEXANDER SEAL COATING & STRIPING INC.,MONTGOMERY MORGAN,3379.83,invoiced,1254360000025471011,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9878,2025-04-18,2025-05-18,paid,2999.85,1082.75,1748.11,1463.28,1.00,58.27,731.64,0.00,134.99,79.99,,,18 Apr 2025,1254360000025497015,1,3379.83,AUTHORIZE.NET,2025-04-18
EST-7247,2026-07-13,GHILOTTI BROS.,MONTGOMERY MORGAN,6554.91,invoiced,1254360000025445177,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9877,2025-04-16,2025-05-16,paid,5999.92,3387.62,2284.55,1326.02,1.00,38.08,663.01,0.00,270.00,0.00,,,03 Jun 2025,1254360000025448354,1,6554.91,AUTHORIZE.NET,2025-06-03
EST-7246,2026-07-13,GHILOTTI BROS.,MONTGOMERY MORGAN,4916.18,invoiced,1254360000025445161,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9876,2025-04-16,2025-05-16,paid,4499.94,2612.94,1641.19,900.62,1.00,36.47,450.31,0.00,202.50,0.00,,,03 Jun 2025,1254360000025448330,1,4916.18,AUTHORIZE.NET,2025-06-03
,,GHILOTTI BROS.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9875,2025-04-16,2025-05-16,paid,4499.94,2612.94,1641.19,900.62,1.00,,450.31,0.00,202.50,0.00,,,,1254360000025448251,1,4916.18,AUTHORIZE.NET,2025-06-03
,,GHILOTTI BROS.,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9874,2025-04-16,2025-05-16,paid,4999.50,882.00,3844.40,3627.92,1.00,,1813.96,0.00,224.98,0.00,,,,1254360000025448177,1,5461.95,AUTHORIZE.NET,2025-06-03
EST-7241,2026-07-13,GHILOTTI BROS.,MONTGOMERY MORGAN,5461.95,invoiced,1254360000025445103,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9873,2025-04-16,2025-05-16,paid,4999.50,882.00,3844.40,3627.92,1.00,76.90,1813.96,0.00,224.98,0.00,,,03 Jun 2025,1254360000025448157,1,5461.95,AUTHORIZE.NET,2025-06-03
EST-7239,2026-07-13,SOTO POOLS INC,ROSS HAISLER,114.78,invoiced,1254360000025422083,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9872,2025-04-16,2025-05-16,paid,104.58,34.02,63.90,55.65,1.30,51.34,27.82,0.00,4.71,18.34,,,05 May 2025,1254360000025443669,1,133.12,AUTHORIZE.NET,2025-05-05
EST-7237,2026-07-13,MITCHELL ENGINEERING,ROSS HAISLER,688.24,invoiced,1254360000025422019,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9871,2025-04-16,2025-05-16,paid,629.97,184.04,445.93,390.72,1.30,62.02,195.36,0.00,0.00,68.72,,,03 Jun 2025,1254360000025443610,1,756.96,CHECK,2025-06-03
,,KORELLIS ROOFING INC,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9870,2025-04-16,2025-05-16,void,1696.00,781.25,914.75,680.38,1.30,,340.19,1775.38,,79.38,,,,1254360000025443576,0,0.00,,
,,DIAMOND D CONCRETE,ROSS HAISLER,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9869,2025-04-16,2025-05-16,paid,169.98,73.23,86.16,73.13,1.30,,36.57,0.00,7.65,26.13,,,,1254360000025443542,1,211.83,AUTHORIZE.NET,2025-06-05
EST-7234,2026-07-13,PRIDE CONCRETE CONSTRUCTION,ROSS HAISLER,613.38,invoiced,1254360000025399082,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9868,2025-04-16,2025-05-16,paid,567.75,199.10,368.65,314.92,1.30,55.47,157.46,0.00,0.00,39.39,,,27 May 2025,1254360000025443453,1,653.13,CHECK,2025-05-27
EST-7233,2026-07-13,POLOS MASONRY CONSTRUCTION,MONTGOMERY MORGAN,2597.87,invoiced,1254360000025402007,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9867,2025-04-16,2025-05-16,overdue,2399.88,2232.96,119.42,119.42,1.00,4.98,59.71,1820.61,47.50,,,,30 Oct 2025,1254360000025443186,2,950.00,AUTHORIZE.NET,2025-06-21
EST-7231,2026-07-13,MITTS & MERRILL,MONTGOMERY MORGAN,1068.17,invoiced,1254360000025399001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9866,2025-04-16,2025-05-16,paid,1003.80,674.72,272.99,87.49,1.00,27.20,43.75,0.00,45.17,,,,16 Apr 2025,1254360000025435913,1,1121.89,AUTHORIZE.NET,2025-04-16
EST-7232,2026-07-13,LIPANI DESIGNS,MONTGOMERY MORGAN,779.27,invoiced,1254360000025399058,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9865,2025-04-16,2025-05-16,paid,719.88,312.16,368.76,293.68,1.00,51.23,146.84,0.00,32.39,,,,16 Apr 2025,1254360000025435722,1,779.27,AUTHORIZE.NET,2025-04-16
EST-7230,2026-07-13,DAS-CO OF IDAHO INC,ROSS HAISLER,4999.75,invoiced,1254360000025369075,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9864,2025-04-16,2025-05-16,paid,4999.75,2447.48,2552.27,2178.02,1.30,43.56,1089.01,0.00,0.00,,,,13 May 2025,1254360000025435659,1,5260.36,CHECK,2025-05-13
,,SMITHWORKS CONCRETE CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9863,2025-04-16,2025-05-16,paid,2999.70,1921.22,914.56,747.92,1.30,,373.96,0.00,134.99,278.78,,,,1254360000025435411,2,3278.48,AUTHORIZE.NET,2025-04-30
,,ELEVATED PAVER SYSTEMS,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9862,2025-04-16,2025-06-15,paid,2600.00,1014.75,1444.07,1163.83,1.00,,581.91,0.00,117.00,0.00,,,,1254360000025435324,1,2823.60,AUTHORIZE.NET,2025-07-11
EST-7226,2026-07-13,JMB CONSTRUCTION,MONTGOMERY MORGAN,0.00,invoiced,1254360000025371228,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9861,2025-04-16,2025-05-16,paid,0.00,70.85,-70.85,-92.10,1.00,0.00,-46.05,0.00,0.00,,,,,1254360000025435292,0,0.00,,
,,BETTER BUILT HOMES LLC,MONTGOMERY MORGAN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9860,2025-04-16,2025-05-16,paid,5999.70,5290.75,708.95,15.72,1.00,,7.86,0.00,0.00,451.32,,,,1254360000025435214,1,6451.02,CHECK,2025-07-03
EST-7224,2026-07-13,BOLDEN MASONRY,RICHARD GRIFFIN,239.76,invoiced,1254360000025375001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9859,2025-04-16,2025-05-16,paid,239.76,41.60,184.50,180.89,1.30,74.25,90.45,0.00,10.79,,,,30 Apr 2025,1254360000025435180,1,273.15,AUTHORIZE.NET,2025-04-30
EST-7222,2026-07-13,JENNS LLC,ROSS HAISLER,359.94,invoiced,1254360000025369061,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9858,2025-04-16,2025-05-16,paid,359.94,149.04,210.90,166.19,1.30,46.17,83.09,0.00,0.00,,,,09 May 2025,1254360000025435121,1,414.83,CHECK,2025-05-09
,,MRG CONSTRUCTION,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9857,2025-04-16,2025-05-31,paid,1399.70,799.15,513.34,303.82,1.30,,151.91,0.00,62.99,212.23,,,,1254360000025435042,1,1744.20,AUTHORIZE.NET,2025-06-04
EST-7221,2026-07-13,PATTERSON ENTERPRISES,ROSS HAISLER,4559.64,invoiced,1254360000025369029,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9856,2025-04-14,2025-05-14,paid,4559.64,2484.56,2075.08,1521.71,1.30,33.37,760.86,0.00,0.00,,,,21 Jun 2025,1254360000025404291,1,4749.35,CHECK,2025-06-21
EST-7220,2026-07-13,MITCHELL ENGINEERING,ROSS HAISLER,1143.32,invoiced,1254360000025369017,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9855,2025-04-14,2025-05-14,paid,1046.52,581.40,465.12,465.12,1.30,44.44,232.56,0.00,0.00,63.32,,,03 Jun 2025,1254360000025404216,1,1206.64,CHECK,2025-06-03
,,FLAGSTONE CONCRETE,RICHARD GRIFFIN,,,,,,,,,,,,,0,,,,,,0,0,,,,0.00,9854,2025-04-14,2025-05-14,paid,649.50,260.18,350.21,300.84,1.30,,150.42,0.00,29.23,69.33,,,,1254360000025404143,1,782.16,AUTHORIZE.NET,2025-05-10
EST-7218,2026-07-13,CITY OF SAN ANGELO,ROSS HAISLER,1125.72,invoiced,1254360000025369001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9853,2025-04-10,2025-05-10,paid,1125.72,425.10,641.51,522.43,1.30,45.66,261.22,0.00,50.66,56.57,,,21 May 2025,1254360000025373252,1,1182.29,AUTHORIZE.NET,2025-05-21
EST-7216,2026-07-13,J & S CONCRETE WORKS,RICHARD GRIFFIN,256.98,invoiced,1254360000025355001,,,,,,,,,,0,,,,,0.00,0,0,,,,0.00,9852,2025-04-10,2025-05-10,paid,256.98,113.75,128.81,97.54,1.30,36.85,48.77,0.00,11.56,31.32,,,02 Jun 2025,1254360000025373111,1,288.30,AUTHORIZE.NET,2025-06-02
